iata_code,name,type,iso_country,municipality,latitude,longitude
ITN,Tertuliano Guedes de Pinho Airport,small_airport,BR,Itabuna,-14.8105, -39.290401
SET,Santa Magalhães Airport,small_airport,BR,Serra Talhada,-8.061433, -38.328888
IRE,Irecê Airport,small_airport,BR,Irecê,-11.339900016784668, -41.84700012207031
QIG,Iguatu Airport,small_airport,BR,Iguatu,-6.346319, -39.294448
QIT,Itapetinga Airport,small_airport,BR,Itapetinga,-15.244500160217285, -40.277198791503906
IPU,Ipiaú Airport,small_airport,BR,Ipiaú,-14.173538, -39.68399
JCM,Jacobina Airport,small_airport,BR,Jacobina,-11.163200378417969, -40.5531005859375
FEC,João Durval Carneiro Airport,small_airport,BR,Feira De Santana,-12.200694, -38.906164
JEQ,Jequié Airport,small_airport,BR,Jequié,-13.877699851989746, -40.07160186767578
JNA,Januária Airport,small_airport,BR,Januária,-15.473799705505371, -44.385501861572266
JDR,Prefeito Octávio de Almeida Neves Airport,small_airport,BR,São João Del Rei,-21.0849990845, -44.2247238159
CDI,Cachoeiro do Itapemirim - Raimundo de Andrade Airport,small_airport,BR,Cachoeiro do Itapemirim,-20.834299, -41.1856
QCP,Currais Novos Airport,small_airport,BR,Currais Novos,-6.280832767486572, -36.540279388427734
SSO,São Lourenço Airport,small_airport,BR,São Lourenço,-22.090900421142578, -45.044498443603516
MTE,Monte Alegre Airport,small_airport,BR,Monte Alegre,-1.9958, -54.0742
MVS,Mucuri Airport,small_airport,BR,Mucuri,-18.048900604248047, -39.864200592041016
SBJ,São Mateus - Ernesto Bonomo Airport,small_airport,BR,São Mateus,-18.7213, -39.833698
PTQ,Porto de Moz Airport,small_airport,BR,Porto De Moz,-1.7414499521255493, -52.23609924316406
NNU,Nanuque Airport,small_airport,BR,Nanuque,-17.823299407958984, -40.329898834228516
PSW,Municipal José Figueiredo Airport,small_airport,BR,Passos,-20.732200622558594, -46.661800384521484
FEJ,Feijó Airport,small_airport,BR,Feijó,-8.141213, -70.340821
ORX,Oriximiná Airport,small_airport,BR,Oriximiná,-1.7140799760818481, -55.83620071411133
PCS,Picos Airport,small_airport,BR,Picos,-7.0620598793029785, -41.52370071411133
POJ,Patos de Minas Airport,small_airport,BR,Patos De Minas,-18.672800064086914, -46.4911994934082
MXQ,Morro de São Paulo Airport,small_airport,BR,Cairu,-13.428781, -38.913689
PIV,Pirapora Airport,small_airport,BR,Pirapora,-17.3169002532959, -44.86029815673828
SNQ,San Quintín Military Airstrip,small_airport,MX,San Quintín,30.5288, -115.9462
FLB,Cangapara Airport,small_airport,BR,Floriano,-6.8463897705078125, -43.077301025390625
PDF,Prado Airport,small_airport,BR,Prado,-17.296976, -39.271131
CAU,Caruaru Airport,small_airport,BR,Caruaru,-8.28239, -36.0135
OPP,Salinópolis Airport,small_airport,BR,Salinópolis,-0.696111, -47.336111
SFK,Soure Airport,small_airport,BR,Soure,-0.697844, -48.519759
TXF,9 de Maio - Teixeira de Freitas Airport,small_airport,BR,Teixeira De Freitas,-17.524499893188, -39.66849899292
OBI,Óbidos Municipal Airport,small_airport,BR,Óbidos,-1.867981, -55.514596
TFL,Juscelino Kubitscheck Airport,small_airport,BR,Teófilo Otoni,-17.89229965209961, -41.51359939575195
JPO,Aeroporto Brigadeiro Firmino Ayres,small_airport,BR,Patos,-7.03899, -37.251598
VAL,Valença Airport,small_airport,BR,Valença,-13.2965, -38.992401
QID,Mélio Viana Airport,small_airport,BR,Três Corações,-21.790599822998047, -45.26919937133789
BVS,Breves Airport,small_airport,BR,Breves,-1.6365300416946411, -50.443599700927734
CMC,Camocim - Pinto Martins Airport,small_airport,BR,Camocim,-2.895596, -40.859299
JCS,Crateús Airport,small_airport,BR,Crateús,-5.21135, -40.704201
GGF,Almeirim Airport,small_airport,BR,Almeirim,-1.479524, -52.578214
PHI,Pinheiro Airport,small_airport,BR,Pinheiro,-2.477426, -45.105003
GMS,Antônio Guerreiro Airport,small_airport,BR,Guimarães,-2.109444, -44.651114
PPY,Pouso Alegre Airport,small_airport,BR,Pouso Alegre,-22.2892, -45.919102
PYT,Pedro Rabelo de Souza Airport,small_airport,BR,Paracatu,-17.242599, -46.883099
ITE,Ituberá Airport,small_airport,BR,Ituberá,-13.731571, -39.140377
BXX,Borama Airport,small_airport,SO,Borama,9.9463, 43.1495
SOA,Sóc Trăng Airport,small_airport,VN,Sóc Trăng,9.5814, 105.9602
CAY,Cayenne – Félix Eboué Airport,large_airport,GF,Matoury,4.819964, -52.361326
GSI,Grand-Santi Airport,small_airport,GF,Grand-Santi,4.285833, -54.373056
MPY,Maripasoula Airport,small_airport,GF,Maripasoula,3.655907, -54.039431
OYP,Saint-Georges-de-l'Oyapock Airport,medium_airport,GF,Saint-Georges-de-l'Oyapock,3.8976, -51.8041
LDX,Saint-Laurent-du-Maroni Airport,small_airport,GF,Saint-Laurent-du-Maroni,5.48306, -54.034401
REI,Régina Airport,small_airport,GF,Régina,4.31339, -52.132745
XAU,Saül Airport,small_airport,GF,Saül,3.61361, -53.204201
SOR,Al Thaurah Airport,small_airport,SY,Al Thaurah,34.3905, 40.1524
ALD,Alerta Airport,small_airport,PE,Fortaleza,-11.682999610900879, -69.33300018310547
AOP,Alferez FAP Alfredo Vladimir Sara Bauer Airport,small_airport,PE,Andoas,-2.79612994194, -76.46659851070001
AYX,Teniente General Gerardo Pérez Pinedo Airport,medium_airport,PE,Atalaya,-10.7291, -73.766502
MBP,Moyobamba Airport,small_airport,PE,Moyobamba,-6.0188889503479, -76.98832702636719
BLP,Huallaga Airport,small_airport,PE,Bellavista,-7.06056022644043, -76.58219909667969
IBP,Iberia Airport,medium_airport,PE,Iberia,-11.411600112915039, -69.48870086669922
PCL,Cap FAP David Abenzur Rengifo International Airport,medium_airport,PE,Pucallpa,-8.37794017791748, -74.57430267333984
TDP,Trompeteros Airport,small_airport,PE,Corrientes,-3.80601000786, -75.03929901119999
CHM,FAP Lieutenant Jaime Andres de Montreuil Morales Airport,medium_airport,PE,Chimbote,-9.14961, -78.523804
TGI,Tingo Maria Airport,small_airport,PE,Tingo Maria,-9.289667, -76.005058
CIX,Air Force Captain Jose A Quinones Gonzales International Airport,medium_airport,PE,Chiclayo,-6.78748, -79.828102
AYP,Air Force Colonel Alfredo Mendivil Duarte Airport,medium_airport,PE,Ayacucho,-13.1548, -74.204399
ANS,Andahuaylas Airport,small_airport,PE,Andahuaylas,-13.706399917602539, -73.35040283203125
ATA,Comandante FAP German Arias Graziani Airport,medium_airport,PE,Anta,-9.347439765930176, -77.59839630126953
UMI,Quincemil Air Base,small_airport,PE,Quince Mil,-13.231357, -70.75145
LIM,Jorge Chávez International Airport,large_airport,PE,Lima,-12.0219, -77.114305
UCZ,Uchiza Airport,small_airport,PE,Uchiza,-8.467000007629395, -76.3499984741211
RIJ,Juan Simons Vela Airport,medium_airport,PE,Rioja,-6.067860126495361, -77.16000366210938
JAE,Shumba Airport,medium_airport,PE,Jaén,-5.59248, -78.774002
JJI,Juanjui Airport,medium_airport,PE,Juanjuí,-7.169099807739258, -76.72859954833984
JAU,Francisco Carle Airport,medium_airport,PE,Jauja,-11.7831001282, -75.47339630130001
JUL,Inca Manco Capac International Airport,medium_airport,PE,Juliaca,-15.467100143432617, -70.158203125
SJA,San Juan de Marcona Airport,small_airport,PE,San Juan de Marcona,-15.357508, -75.135005
CJA,Mayor General FAP Armando Revoredo Iglesias Airport,medium_airport,PE,Cajamarca,-7.1391801834106445, -78.4894027709961
RIM,San Nicolas Airport,small_airport,PE,Rodriguez de Mendoza,-6.39231014251709, -77.5011978149414
ILQ,General Jorge Fernandez Maldon Airport,medium_airport,PE,Ilo,-17.695, -71.344002
TBP,Captain Pedro Canga Rodríguez International Airport,medium_airport,PE,Tumbes,-3.552074, -80.381086
MZA,Mayor PNP Nancy Flores Paucar Airport,small_airport,PE,Mazamari,-11.3254, -74.535598
YMS,Moises Benzaquen Rengifo Airport,medium_airport,PE,Yurimaguas,-5.893770217895508, -76.11820220947266
HUU,Alferez Fap David Figueroa Fernandini Airport,medium_airport,PE,Huánuco,-9.878809928894043, -76.20480346679688
SQU,Saposoa Airport,small_airport,PE,Plaza Saposoa,-6.9600300788879395, -76.76840209960938
CHH,Chachapoyas Airport,medium_airport,PE,Chachapoyas,-6.201911, -77.856195
IQT,Coronel FAP Francisco Secada Vignetta International Airport,medium_airport,PE,Iquitos,-3.78474, -73.3088
AQP,Rodríguez Ballón International Airport,medium_airport,PE,Arequipa,-16.3411006927, -71.5830993652
TRU,Capitan FAP Carlos Martinez De Pinillos International Airport,medium_airport,PE,Trujillo,-8.08141040802002, -79.10880279541016
PIO,Captain Renán Elías Olivera International Airport,medium_airport,PE,Pisco,-13.7449, -76.220299
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,medium_airport,PE,Tarapoto,-6.508739948272705, -76.37319946289062
SYC,Shiringayoc Airport,small_airport,PE,Shiringayoc,-11.898, -69.0625
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,medium_airport,PE,Tacna,-18.053300857500002, -70.2758026123
PEM,Padre Aldamiz International Airport,medium_airport,PE,Puerto Maldonado,-12.6135997772, -69.2285995483
PIU,Capitán FAP Guillermo Concha Iberico International Airport,medium_airport,PE,Piura,-5.20574998856, -80.61640167239999
TYL,Captain Victor Montes Arias International Airport,medium_airport,PE,Talara,-4.57664, -81.254097
NZC,Maria Reiche Neuman Airport,medium_airport,PE,Nazca,-14.854, -74.961502
CUZ,Alejandro Velasco Astete International Airport,large_airport,PE,Cusco,-13.535699844400002, -71.9387969971
SQD,Shangrao Sanqingshan Airport,medium_airport,CN,Shangrao,28.3797, 117.9643
SQJ,Sanming Shaxian Airport,medium_airport,CN,Sanming,26.4263, 117.8336
SQT,China Strait Airstrip,small_airport,PG,Samarai Island,-10.5627777778, 150.690694444
AAJ,Cayana Airstrip,small_airport,SR,Awaradam,3.898681, -55.577907
KCB,Tepoe Airstrip,small_airport,SR,Kasikasima,3.15000009537, -55.716999054
SRL,Palo Verde Airport,small_airport,MX,Mulegé,27.0927, -112.0985
SRM,Sandringham Airport,small_airport,AU,Sandringham Station,-24.0568, 139.0821
SRV,Stony River 2 Airport,small_airport,US,Stony River,61.7896995544, -156.589004517
CZB,Carlos Ruhl Airport,small_airport,BR,Cruz Alta,-28.657934, -53.610095
APU,Captain João Busse Airport,small_airport,BR,Apucarana,-23.609099, -51.384301
BGV,Aeroclube de Bento Gonçalves Airport,small_airport,BR,Bento Gonçalves,-29.147424, -51.540791
BNU,Blumenau Airport,small_airport,BR,Blumenau,-26.831661, -49.093569
CCI,Olavo Cecco Rigon Airport,small_airport,BR,Concórdia,-27.180511, -52.051755
CSS,Cassilândia Airport,small_airport,BR,Cassilândia,-19.146861, -51.676941
CEL,Canela Airport,small_airport,BR,Canela,-29.370091, -50.831729
CKO,Cornélio Procópio Airport,small_airport,BR,Cornélio Procópio,-23.152711, -50.602868
DOU,Dourados Airport,small_airport,BR,Dourados,-22.2019, -54.926601
ERM,Erechim Airport,small_airport,BR,Erechim,-27.66189956665039, -52.2682991027832
FBE,Francisco Beltrão Airport,small_airport,BR,Francisco Beltrão,-26.059200286865234, -53.063499450683594
GGJ,Guaíra Airport,small_airport,BR,Guaíra,-24.0811, -54.1917
HRZ,Walter Bündchen Airport,small_airport,BR,Horizontina,-27.638299942, -54.339099884
IJU,João Batista Bos Filho Airport,small_airport,BR,Ijuí,-28.368711, -53.846568
ITQ,Itaqui Airport,small_airport,BR,Itaqui,-29.173099517822266, -56.53670120239258
JCB,Santa Terezinha Airport,small_airport,BR,Joaçaba,-27.1714000702, -51.5532989502
CBW,Campo Mourão Airport,small_airport,BR,Campo Mourão,-24.009199, -52.3568
QDB,Cachoeira do Sul Airport,small_airport,BR,Cachoeira Do Sul,-30.00189971923828, -52.940799713134766
QCR,Curitibanos Airport,small_airport,BR,Curitibanos,-27.282499313354492, -50.61140060424805
OAL,Cacoal Airport,small_airport,BR,Cacoal,-11.496, -61.4508
LOI,Helmuth Baungarten Airport,small_airport,BR,Lontras,-27.159999847399998, -49.5424995422
ALQ,Alegrete Novo Airport,small_airport,BR,Alegrete,-29.812700271599997, -55.8933982849
QGF,Montenegro Airport,small_airport,BR,Montenegro,-29.71940040588379, -51.48939895629883
QHV,Novo Hamburgo Airport,small_airport,BR,Novo Hamburgo,-29.69610023498535, -51.08169937133789
SQX,São Miguel do Oeste Airport,small_airport,BR,São Miguel Do Oeste,-26.781600952148438, -53.503501892089844
APX,Arapongas Airport,small_airport,BR,Arapongas,-23.3529, -51.491699
VRZ,Padre Israel Airport,small_airport,BR,Lavras,-21.240601, -44.963902
PTO,Juvenal Loureiro Cardoso Airport,small_airport,BR,Pato Branco,-26.217184, -52.694463
PNG,Paranaguá Airport,small_airport,BR,Paranaguá,-25.54010009765625, -48.53120040893555
PVI,Paranavaí Airport,small_airport,BR,Paranavaí,-23.08989906311035, -52.48849868774414
PBB,Paranaíba Airport,small_airport,BR,Paranaíba,-19.651199340820312, -51.19940185546875
SQY,São Lourenço do Sul Airport,small_airport,BR,São Lourenço Do Sul,-31.38330078125, -52.032798767089844
SSS,Siassi Airport,small_airport,PG,Siassi,-5.5965, 147.8106
JBS,São Borja Airport,small_airport,BR,São Borja,-28.6549, -56.034599
CSU,Santa Cruz do Sul Airport,small_airport,BR,Santa Cruz Do Sul,-29.684099197387695, -52.412200927734375
TJL,Plínio Alarcom Airport,small_airport,BR,Três Lagoas,-20.752643, -51.682026
UMU,Orlando de Carvalho Airport,small_airport,BR,Umuarama,-23.7987, -53.313801
ZFU,Unifly Heliport,heliport,BR,Arujá,-23.4086112976, -46.330554962200004
UVI,União da Vitória Airport,small_airport,BR,União da Vitória,-26.233224, -51.066754
VIA,Videira Airport,small_airport,BR,Videira,-26.99970054626465, -51.14189910888672
CTQ,Santa Vitória do Palmar Airport,small_airport,BR,Santa Vitória Do Palmar,-33.502223968506, -53.344165802002
AXE,Xanxerê Airport,small_airport,BR,Xanxerê,-26.875556945800003, -52.373054504399995
AAG,Avelino Vieira Airport,small_airport,BR,Arapoti,-24.103901, -49.789101
SRA,Luis Alberto Lehr Airport,small_airport,BR,Santa Rosa,-27.90658, -54.520628
PGZ,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,medium_airport,BR,Ponta Grossa,-25.184476, -50.143822
ATI,Artigas International Airport,small_airport,UY,Artigas,-30.400699615478516, -56.50790023803711
BUV,Bella Union Airport,small_airport,UY,Bella Union,-30.3333339691, -57.0833320618
CYR,Colonia Laguna de Los Patos International Airport,small_airport,UY,Colonia del Sacramento,-34.456402, -57.770599
DZO,Santa Bernardina International Airport,medium_airport,UY,Durazno,-33.3588981628418, -56.49919891357422
PDP,Capitan Corbeta CA Curbelo International Airport,medium_airport,UY,Punta del Este,-34.855098724365234, -55.09429931640625
MLZ,Cerro Largo International Airport,small_airport,UY,Melo,-32.33789825439453, -54.21670150756836
MVD,Carrasco General Cesáreo L. Berisso International Airport,large_airport,UY,Ciudad de la Costa,-34.835647, -56.026497
PDU,Tydeo Larre Borges Airport,small_airport,UY,Paysandu,-32.36330032348633, -58.0619010925293
RVY,Presidente General Don Oscar D. Gestido International Airport,small_airport,UY,Rivera,-30.974599838256836, -55.476200103759766
STY,Nueva Hesperides International Airport,medium_airport,UY,Salto,-31.438499450683594, -57.98529815673828
TAW,Tacuarembo Airport,small_airport,UY,Tacuarembo,-31.749001, -55.925801
TYT,Treinta y Tres Airport,small_airport,UY,Treinta y Tres,-33.195714, -54.347246
VCH,Vichadero Airport,small_airport,UY,Vichadero,-31.767000198364258, -54.617000579833984
AGV,Oswaldo Guevara Mujica Airport,medium_airport,VE,Acarigua,9.553375, -69.237869
AAO,Anaco Airport,medium_airport,VE,Anaco,9.430225, -64.470726
LPJ,Armando Schwarck Airport,small_airport,VE,Guayabal,6.578050136566162, -66.81690216064453
BLA,General José Antonio Anzoategui International Airport,large_airport,VE,Barcelona,10.111111, -64.692222
BNS,Barinas Airport,medium_airport,VE,Barinas,8.615, -70.21416667
BRM,Barquisimeto International Airport,medium_airport,VE,Barquisimeto,10.042746543884277, -69.3586196899414
MYC,Escuela Mariscal Sucre Airport,medium_airport,VE,Maracay,10.249978065490723, -67.64942169189453
CBL,"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",medium_airport,VE,,8.12216091156, -63.5369567871
CXA,Caicara del Orinoco Airport,medium_airport,VE,,7.625510215759277, -66.16280364990234
ZRZ,Zaraza Airport,small_airport,VE,Zaraza,9.350306, -65.280655
CUV,Casigua El Cubo Airport,small_airport,VE,Casigua El Cubo,8.758139610290527, -72.53630065917969
CLZ,Calabozo Airport,medium_airport,VE,Guarico,8.92465591430664, -67.4170913696289
CAJ,Canaima Airport,medium_airport,VE,Canaima,6.231988906860352, -62.85443115234375
CUP,General Francisco Bermúdez Airport,medium_airport,VE,Carúpano,10.660014152526855, -63.261680603027344
CZE,José Leonardo Chirinos Airport,medium_airport,VE,Coro,11.41494369506836, -69.68090057373047
CUM,Cumaná (Antonio José de Sucre) Airport,medium_airport,VE,,10.450332641601562, -64.1304702758789
PPZ,Puerto Paez Airport,small_airport,VE,Puerto Paez,6.220095, -67.447508
EOR,El Dorado Airport,medium_airport,VE,Bolivar,6.71573, -61.638786
EOZ,Elorza Airport,medium_airport,VE,,7.0833330154418945, -69.53333282470703
GDO,Guasdalito Airport,medium_airport,VE,,7.233333110809326, -70.80000305175781
GUI,Guiria Airport,medium_airport,VE,,10.574077606200001, -62.3126678467
GUQ,Guanare Airport,medium_airport,VE,Guanare,9.026944160461426, -69.7551498413086
HGE,Higuerote Airport,small_airport,VE,Higuerote,10.462474, -66.092779
ICA,Icabarú Airport,small_airport,VE,,4.336319923400879, -61.739601135253906
ICC,Andrés Miguel Salazar Marcano Airport,small_airport,VE,Isla de Coche,10.794432, -63.98159
LSP,Josefa Camejo International Airport,medium_airport,VE,Paraguaná,11.78077507019043, -70.15149688720703
KAV,Kavanayen Airport,small_airport,VE,,5.632999897003174, -61.78300094604492
LFR,La Fria Airport,medium_airport,VE,,8.239167213439941, -72.27102661132812
MAR,La Chinita International Airport,medium_airport,VE,Maracaibo,10.5582084656, -71.7278594971
MRD,Alberto Carnevalli Airport,medium_airport,VE,Mérida,8.582078, -71.161041
PMV,Del Caribe Santiago Mariño International Airport,medium_airport,VE,Isla Margarita,10.912603378295898, -63.96659851074219
CCS,Simón Bolívar International Airport,large_airport,VE,Caracas,10.601194, -66.991222
MUN,Maturín Airport,medium_airport,VE,Maturín,9.749023, -63.153348
CBS,Oro Negro Airport,small_airport,VE,Cabimas,10.330699920654297, -71.32250213623047
PYH,Cacique Aramare Airport,medium_airport,VE,Puerto Ayacucho,5.6199898719788, -67.606101989746
PBL,General Bartolome Salom International Airport,medium_airport,VE,,10.480500221252441, -68.072998046875
PDZ,Pedernales Airport,small_airport,VE,,9.979240417480469, -62.228599548339844
PPH,Perai-Tepuy Airport,small_airport,VE,Parai-tepuí,4.570275, -61.520262
SCI,Paramillo Airport,medium_airport,VE,,7.8013200759887695, -72.2029037475586
PZO,General Manuel Carlos Piar International Airport,medium_airport,VE,Puerto Ordaz-Ciudad Guayana,8.288530349731445, -62.760398864746094
PTM,Palmarito Airport,medium_airport,VE,Palmarito,7.566669940948486, -70.18329620361328
LRV,Los Roques Airport,small_airport,VE,Gran Roque Island,11.946177, -66.669836
SVS,Stevens Village Airport,small_airport,US,Stevens Village,66.0172, -149.0545
SVZ,San Antonio Del Tachira Airport,medium_airport,VE,,7.840829849243164, -72.439697265625
SBB,Santa Bárbara de Barinas Airport,small_airport,VE,Santa Bárbara,7.803514003753662, -71.16571807861328
SNV,Santa Elena de Uairen Airport,medium_airport,VE,,4.554999828338623, -61.150001525878906
STD,Mayor Buenaventura Vivas International Airport,medium_airport,VE,Santo Domingo,7.56538, -72.035103
SNF,Sub Teniente Nestor Arias Airport,medium_airport,VE,San Felipe,10.2787, -68.755203
SFD,San Fernando De Apure Airport,medium_airport,VE,Inglaterra,7.883319854736328, -67.44400024414062
SOM,San Tomé Airport,medium_airport,VE,El Tigre,8.9451465606689, -64.151084899902
STB,Santa Bárbara del Zulia Airport,medium_airport,VE,,8.974550247192383, -71.94325256347656
TUV,Tucupita Airport,medium_airport,VE,Tucupita,9.088994026184082, -62.094173431396484
TMO,Tumeremo Airport,medium_airport,VE,,7.24938, -61.52893
URM,Uriman Airport,small_airport,VE,,5.3333330154418945, -62.766666412353516
VLN,Arturo Michelena International Airport,medium_airport,VE,Valencia,10.14973258972168, -67.92839813232422
VIG,Juan Pablo Pérez Alfonso Airport,medium_airport,VE,El Vigía,8.624139, -71.672668
VLV,Dr. Antonio Nicolás Briceño Airport,medium_airport,VE,Valera,9.34047794342041, -70.58406066894531
VDP,Valle de La Pascua Airport,medium_airport,VE,,9.22202777863, -65.9935836792
BAZ,Barcelos Airport,small_airport,BR,Barcelos,-0.981191, -62.918603
JSB,Walfrido Salmito de Almeida Airport,small_airport,BR,São Benedito,-4.042841, -40.893813
LCB,Pontes e Lacerda Airport,small_airport,BR,Pontes e Lacerda,-15.1934, -59.3848
RBB,Borba Airport,small_airport,BR,Borba,-4.40634, -59.602402
CAF,Carauari Airport,small_airport,BR,Carauari,-4.871473, -66.897552
CQS,Costa Marques Airport,small_airport,BR,Costa Marques,-12.421099662780762, -64.25160217285156
DMT,Diamantino Airport,small_airport,BR,Diamantino,-14.376899719238281, -56.40039825439453
DNO,Dianópolis Airport,small_airport,BR,Dianópolis,-11.5953998566, -46.846698761
SWE,Siwea Airport,small_airport,PG,Siwea,-6.284181, 147.582371
ERN,Eirunepé Airport,small_airport,BR,Eirunepé,-6.639530181884766, -69.87979888916016
CQA,Canarana Airport,small_airport,BR,Canarana,-13.574443817138672, -52.27055740356445
SXO,São Félix do Araguaia Airport,small_airport,BR,São Félix Do Araguaia,-11.632399559020996, -50.68960189819336
SWG,Satwag Airport,small_airport,PG,Satwag,-6.13955555556, 147.279166667
GRP,Gurupi Airport,small_airport,BR,Gurupi,-11.73960018157959, -49.132198333740234
AUX,Araguaína Airport,medium_airport,BR,Araguaína,-7.22787, -48.240501
GGB,Frederico Carlos Müller Airport,small_airport,BR,Água Boa,-14.019959, -52.152003
HUW,Humaitá Airport,small_airport,BR,Humaitá,-7.532120227810001, -63.072101593
IPG,Ipiranga Airport,small_airport,BR,Santo Antônio Do Içá,-2.939069986343384, -69.69400024414062
IDO,Santa Izabel do Morro Airport,small_airport,BR,Cristalândia,-11.57229995727539, -50.66619873046875
JPR,Ji-Paraná Airport,small_airport,BR,Ji-Paraná,-10.870743, -61.846675
JIA,Juína Airport,small_airport,BR,Juína,-11.419444, -58.701668
JRN,Juruena Airport,small_airport,BR,Juruena,-10.305832862854, -58.489444732666
JTI,Jataí Airport,small_airport,BR,Jataí,-17.8299007416, -51.7729988098
CCX,Cáceres Airport,small_airport,BR,Cáceres,-16.04360008239746, -57.62990188598633
CIZ,Coari Airport,small_airport,BR,Coari,-4.13406, -63.132599
NSR,Serra da Capivara Airport,small_airport,BR,São Raimundo Nonato,-9.083392, -42.644656
TLZ,Catalão Airport,small_airport,BR,Catalão,-18.216800689697266, -47.89970016479492
LBR,Lábrea Airport,small_airport,BR,Lábrea,-7.27897, -64.769501
RVD,General Leite de Castro Airport,small_airport,BR,Rio Verde,-17.8347225189209, -50.956111907958984
MBZ,Maués Airport,small_airport,BR,Maués,-3.37217, -57.7248
NVP,Novo Aripuanã Airport,small_airport,BR,Novo Aripuanã,-5.118030071258545, -60.364898681640625
BCR,Novo Campo Airport,small_airport,BR,Boca do Acre,-8.83456, -67.312401
NQL,Niquelândia Airport,small_airport,BR,Niquelândia,-14.434900283813477, -48.49150085449219
APS,Anápolis Airport,small_airport,BR,Anápolis,-16.3623008728, -48.9271011353
FBA,Fonte Boa Airport,small_airport,BR,Fonte Boa,-2.5326099395800004, -66.0831985474
PIN,Parintins Airport,small_airport,BR,Parintins,-2.673521, -56.777625
PBQ,Pimenta Bueno Airport,small_airport,BR,Pimenta Bueno,-11.6416, -61.1791
PBX,Fazenda Piraguassu Airport,small_airport,BR,Porto Alegre Do Norte,-10.861110687256, -51.685001373291
SWR,Silur Airport,small_airport,PG,Silur Mission,-4.5298888888899995, 153.054444444
AAI,Arraias Airport,small_airport,BR,Arraias,-13.025154, -46.884107
ROO,Maestro Marinho Franco Airport,medium_airport,BR,Rondonópolis,-16.584292, -54.724803
AIR,Aripuanã Airport,small_airport,BR,Aripuanã,-10.188278, -59.457273
OPS,Presidente João Batista Figueiredo Airport,small_airport,BR,Sinop,-11.885001, -55.586109
STZ,Santa Terezinha Airport,small_airport,BR,Santa Terezinha,-10.464721679688, -50.518611907959
IRZ,Tapuruquara Airport,small_airport,BR,Santa Isabel Do Rio Negro,-0.3786, -64.9923
TGQ,Tangará da Serra Airport,small_airport,BR,Tangará Da Serra,-14.662, -57.443501
AZL,Fazenda Tucunaré Airport,small_airport,BR,Sapezal,-13.465528, -58.866935
QHN,Taguatinga Airport,small_airport,BR,Taguatinga,-12.433889389038086, -46.40055465698242
SQM,São Miguel do Araguaia Airport,small_airport,BR,São Miguel Do Araguaia,-13.331299781799316, -50.197601318359375
MTG,Vila Bela da Santíssima Trindade Airport,small_airport,BR,Vila Bela Da Santíssima Trindade,-14.9942, -59.9458
VLP,Vila Rica Airport,small_airport,BR,Vila Rica,-9.979443550109863, -51.1422233581543
MBK,Regional Orlando Villas Boas Airport,small_airport,BR,Matupá,-10.170277595500002, -54.9527778625
NOK,Xavantina Airport,small_airport,BR,Nova Xavantina,-14.6983003616333, -52.34640121459961
IUP,Apuí Airport,small_airport,BR,Apuí,-7.172773, -59.8396
SWZ,Western Sydney International (Nancy Bird Walton) Airport,heliport,AU,Sydney (Badgerys Creek),-33.879444, 150.739722
SXH,Sehulea Airport,small_airport,PG,Sehulea,-9.96452777778, 151.161861111
SXP,Nunam Iqua Airport,small_airport,US,Nunam Iqua,62.520599, -164.848006
AHL,Aishalton Airport,small_airport,GY,Aishalton,2.473206, -59.321596
NAI,Annai Airport,small_airport,GY,Annai,3.959439992904663, -59.12419891357422
SYB,Seal Bay Seaplane Base,seaplane_base,US,Seal Bay,58.373291, -152.201797
BMJ,Baramita Airport,small_airport,GY,Baramita,7.370120048522949, -60.487998962402344
GFO,Bartica A Airport,small_airport,GY,Bartica,6.358864, -58.655207
GEO,Cheddi Jagan International Airport,medium_airport,GY,Georgetown,6.49855, -58.254101
SYF,Silva Bay Seaplane Base,seaplane_base,CA,Gabriola Island,49.151, -123.698
OGL,Eugene F. Correira International Airport,medium_airport,GY,Ogle,6.80628, -58.1059
IMB,Imbaimadai Airport,small_airport,GY,Imbaimadai,5.7081098556518555, -60.2942008972168
KAR,Kamarang Airport,small_airport,GY,Kamarang,5.865340232849121, -60.614200592041016
KRM,Karanambo Airport,small_airport,GY,Karanambo,3.7519400119781494, -59.30970001220703
KRG,Karasabai Airport,small_airport,GY,Karasabai,4.033329963684082, -59.53329849243164
KTO,Kato Airport,small_airport,GY,Kato,4.649159908294678, -59.83219909667969
KKG,Konawaruk Airport,small_airport,GY,Konawaruk,5.2684, -58.995
SYL,Roberts Army Heliport,heliport,US,Camp Roberts/San Miguel,35.814998626699996, -120.744003296
LUB,Lumid Pau Airport,small_airport,GY,Lumid Pau,2.3939299583399998, -59.4410018921
LTM,Lethem Airport,medium_airport,GY,Lethem,3.37276, -59.789398
USI,Mabaruma Airport,small_airport,GY,Mabaruma,8.20017, -59.777965
MHA,Mahdia Airport,small_airport,GY,Mahdia,5.277490139007568, -59.151100158691406
VEG,Maikwak Airport,small_airport,GY,Maikwak,4.898172, -59.817027
MYM,Monkey Mountain Airport,small_airport,GY,Monkey Mountain,4.483329772949219, -59.68330001831055
